,Unnamed: 0,date,prix,chambres,salles_de_bain,m2_habitable,m2_Lot,étages,vue_sur_l-eau,vue,condition,état,m2_above,m2_cave,yr_renovated,zipcode,lat,long,m2_habitable15,m2_lot15
2969,2969,20141008T000000,855000.0,3,2.25,1146.67,3542.67,2.0,0,2,3,10,1146.67,0.0,1985,98006,47.56,-122.11,1056.67,3811.33
2970,2970,20140829T000000,483000.0,3,1.75,703.33,3484.67,1.0,0,0,4,8,480.0,223.33,1978,98028,47.73,-122.25,663.33,3630.0
2971,2971,20150407T000000,400000.0,3,1.0,353.33,4000.0,1.0,0,0,3,7,353.33,0.0,1952,98133,47.77,-122.35,516.67,3500.0
2972,2972,20140702T000000,435000.0,3,2.5,633.33,2661.33,2.0,0,0,3,8,633.33,0.0,1993,98011,47.74,-122.19,883.33,3117.33
2973,2973,20140930T000000,219500.0,1,1.0,273.33,353.33,1.0,0,0,3,8,253.33,20.0,2007,98126,47.55,-122.37,590.0,641.33
2974,2974,20140829T000000,2950000.0,4,3.5,1620.0,7961.67,2.0,0,0,3,12,1620.0,0.0,1996,98039,47.62,-122.23,1193.33,5351.33
2975,2975,20140916T000000,427000.0,3,2.5,683.33,1072.67,3.0,0,0,3,7,683.33,0.0,2008,98133,47.76,-122.34,683.33,2400.0
2976,2976,20141201T000000,430000.0,2,1.5,363.33,1337.67,1.5,0,0,3,7,363.33,0.0,1900,98103,47.67,-122.34,463.33,1337.67
2977,2977,20150512T000000,685000.0,2,1.5,363.33,1337.67,1.5,0,0,3,7,363.33,0.0,1900,98103,47.67,-122.34,463.33,1337.67
2978,2978,20140903T000000,495000.0,2,1.5,640.0,2083.33,1.0,0,0,3,7,353.33,286.67,1937,98199,47.65,-122.39,690.0,2083.33
2979,2979,20140625T000000,299950.0,3,2.5,623.33,2647.33,2.0,0,0,3,7,623.33,0.0,1990,98001,47.34,-122.28,623.33,2464.0
2980,2980,20141121T000000,390000.0,4,1.75,896.67,15536.33,1.5,0,0,3,7,896.67,0.0,1940,98146,47.5,-122.35,640.0,2434.0
2981,2981,20140812T000000,385000.0,3,1.75,720.0,1954.33,1.5,0,0,4,7,420.0,300.0,1928,98144,47.57,-122.32,530.0,1000.0
2982,2982,20140625T000000,740000.0,4,2.5,1000.0,3464.0,2.0,0,0,3,9,1000.0,0.0,1995,98027,47.54,-122.05,1046.67,3071.0
2983,2983,20140723T000000,991700.0,4,3.0,763.33,783.33,2.0,0,1,3,9,536.67,226.67,2011,98116,47.57,-122.42,536.67,1273.33
2984,2984,20140813T000000,765000.0,3,2.75,750.0,3200.0,2.5,0,0,4,9,610.0,140.0,1991,98122,47.6,-122.29,686.67,1660.0
2985,2985,20140904T000000,802000.0,4,2.25,710.0,2911.33,2.0,0,2,4,8,710.0,0.0,1961,98006,47.57,-122.16,850.0,2933.33
2986,2986,20141121T000000,950000.0,4,2.75,833.33,6666.67,1.0,0,0,4,8,566.67,266.67,1969,98004,47.59,-122.2,883.33,6666.67
2987,2987,20141104T000000,392000.0,4,2.5,766.67,13722.33,2.0,0,0,3,7,766.67,0.0,1988,98042,47.34,-122.11,766.67,7255.0
2988,2988,20141203T000000,590000.0,3,2.5,1120.0,72745.0,1.0,0,0,3,8,1120.0,0.0,1989,98014,47.66,-121.95,883.33,73616.33
2989,2989,20150410T000000,425000.0,4,2.5,640.0,3000.0,2.0,0,0,2,7,640.0,0.0,1989,98126,47.52,-122.37,510.0,3491.33
2990,2990,20140722T000000,765000.0,5,1.75,813.33,5047.67,1.5,0,4,4,8,580.0,233.33,1944,98146,47.49,-122.37,796.67,3635.67
2991,2991,20140807T000000,313500.0,3,2.25,480.0,1162.67,2.0,0,0,4,7,480.0,0.0,1983,98034,47.73,-122.16,463.33,1162.67
2992,2992,20140820T000000,320000.0,3,1.0,593.33,2280.0,2.0,0,0,4,6,593.33,0.0,1947,98125,47.73,-122.3,470.0,2400.0
2993,2993,20150210T000000,604000.0,4,1.75,496.67,1495.0,1.0,0,0,3,8,450.0,46.67,1960,98199,47.64,-122.4,460.0,1615.33
2994,2994,20150212T000000,570000.0,3,2.0,466.67,552.33,2.0,0,0,3,8,353.33,113.33,2004,98112,47.62,-122.3,513.33,758.33
2995,2995,20140520T000000,639000.0,4,2.5,716.67,4009.33,2.0,0,0,4,8,716.67,0.0,1982,98052,47.72,-122.1,600.0,3925.67
2996,2996,20140822T000000,335000.0,4,2.0,636.67,3400.0,1.0,0,0,4,7,636.67,0.0,1963,98059,47.48,-122.13,606.67,5200.0
2997,2997,20141014T000000,896000.0,4,1.75,886.67,1173.33,2.0,0,0,4,8,693.33,193.33,1917,98115,47.67,-122.31,700.0,1360.0
2998,2998,20140627T000000,259500.0,3,1.75,550.0,4116.33,1.0,0,0,3,7,550.0,0.0,1957,98188,47.44,-122.28,490.0,3587.67
2999,2999,20140807T000000,637000.0,3,2.0,660.0,2000.0,1.0,0,0,4,7,460.0,200.0,1958,98115,47.69,-122.28,420.0,2000.0
3000,3000,20150506T000000,307450.0,4,2.75,896.67,2958.0,1.0,0,0,3,8,456.67,440.0,1980,98023,47.31,-122.38,663.33,2625.0
3001,3001,20140825T000000,535000.0,3,1.75,460.0,1187.0,1.0,0,0,4,7,286.67,173.33,1925,98117,47.68,-122.4,606.67,1531.0
3002,3002,20140630T000000,669500.0,4,2.25,833.33,1348.67,1.5,0,0,4,7,506.67,326.67,1940,98117,47.69,-122.38,470.0,1348.67
3003,3003,20141028T000000,259000.0,3,1.75,530.0,2382.67,1.0,0,0,3,7,530.0,0.0,1952,98166,47.47,-122.34,383.33,2426.67
3004,3004,20141231T000000,441000.0,4,1.5,366.67,1100.0,1.0,0,0,1,7,366.67,0.0,1919,98122,47.6,-122.3,673.33,1333.33
3005,3005,20150512T000000,228800.0,4,2.5,490.0,537.33,2.0,0,0,3,7,326.67,163.33,2003,98118,47.53,-122.27,486.67,1675.67
3006,3006,20140513T000000,530000.0,2,2.0,560.0,1650.0,1.0,0,0,3,8,560.0,0.0,2006,98053,47.72,-122.02,523.33,1600.0
3007,3007,20140728T000000,524000.0,2,2.0,483.33,757.33,1.0,0,0,4,6,250.0,233.33,1924,98112,47.63,-122.28,723.33,1456.67
3008,3008,20141211T000000,430000.0,4,2.25,673.33,1613.33,1.5,0,0,5,8,400.0,273.33,1925,98126,47.56,-122.38,470.0,1613.33
3009,3009,20141001T000000,1325000.0,4,3.25,823.33,1586.67,1.5,0,0,5,9,630.0,193.33,1906,98112,47.63,-122.31,823.33,1586.67
3010,3010,20141103T000000,210000.0,3,1.0,410.0,4067.0,1.0,0,0,3,7,410.0,0.0,1969,98042,47.33,-122.13,410.0,3593.33
3011,3011,20140623T000000,449000.0,4,2.5,616.67,1680.0,1.0,0,0,3,7,410.0,206.67,2013,98126,47.54,-122.37,336.67,1680.0
3012,3012,20140619T000000,945000.0,2,2.5,846.67,2363.0,2.0,0,0,3,9,846.67,0.0,2004,98116,47.57,-122.41,443.33,2363.0
3013,3013,20150318T000000,200450.0,3,1.0,323.33,3043.33,1.0,0,0,3,6,323.33,0.0,1957,98188,47.44,-122.27,333.33,2962.0
3014,3014,20150417T000000,219950.0,3,1.5,356.67,2200.33,1.0,0,0,3,6,356.67,0.0,1985,98002,47.31,-122.21,343.33,2204.67
3015,3015,20140619T000000,659500.0,4,3.0,873.33,6120.67,1.0,0,0,4,8,623.33,250.0,1956,98006,47.56,-122.18,876.67,5597.33
3016,3016,20141126T000000,746000.0,4,2.75,703.33,2730.0,1.5,0,0,5,8,703.33,0.0,1966,98008,47.63,-122.1,806.67,2800.0
3017,3017,20150331T000000,540000.0,3,1.75,703.33,2376.33,1.0,0,0,3,8,426.67,276.67,1982,98052,47.72,-122.1,603.33,2891.33
3018,3018,20140910T000000,485000.0,5,2.0,636.67,1836.0,1.0,0,0,3,7,340.0,296.67,1968,98133,47.71,-122.35,343.33,2480.0
3019,3019,20150127T000000,202000.0,2,1.0,223.33,2614.67,1.0,0,0,3,6,223.33,0.0,1942,98126,47.52,-122.37,246.67,2406.0
3020,3020,20140929T000000,2525000.0,4,5.5,2310.0,15033.33,1.0,0,0,4,11,1436.67,873.33,1991,98006,47.55,-122.14,853.33,12588.67
3021,3021,20150401T000000,502000.0,3,2.75,670.0,3733.33,1.0,0,0,3,8,453.33,216.67,1979,98028,47.77,-122.25,733.33,3546.67
3022,3022,20150224T000000,279000.0,2,2.75,590.0,3511.33,1.0,0,0,3,8,403.33,186.67,2003,98001,47.28,-122.28,533.33,5800.0
3023,3023,20141117T000000,409500.0,3,1.0,446.67,1373.33,1.0,0,0,4,7,346.67,100.0,1921,98103,47.69,-122.35,423.33,1545.0
3024,3024,20140702T000000,453000.0,3,2.0,553.33,5016.67,1.0,0,0,3,7,420.0,133.33,1983,98034,47.72,-122.19,553.33,2440.0
3025,3025,20150227T000000,367000.0,4,1.0,606.67,1833.33,1.5,0,0,3,6,606.67,0.0,1947,98106,47.52,-122.36,380.0,1833.33
3026,3026,20140523T000000,550000.0,3,2.5,836.67,1800.0,2.0,0,0,3,9,836.67,0.0,1992,98056,47.52,-122.21,613.33,1800.0
3027,3027,20150127T000000,273500.0,3,1.5,520.0,2771.33,1.0,0,0,3,7,520.0,0.0,1962,98031,47.41,-122.21,606.67,2975.0
3028,3028,20141007T000000,505000.0,4,3.0,760.0,2466.67,1.0,0,0,3,7,446.67,313.33,1978,98125,47.71,-122.31,513.33,2500.0
3029,3029,20140619T000000,770000.0,3,2.5,883.33,13568.33,2.0,0,0,3,9,883.33,0.0,1994,98053,47.67,-122.06,850.0,14208.33
3030,3030,20140509T000000,565000.0,4,2.25,823.33,2482.33,2.0,0,0,3,8,823.33,0.0,1984,98155,47.75,-122.29,756.67,2466.67
3031,3031,20140820T000000,316000.0,3,0.75,423.33,3364.0,1.0,0,0,5,7,423.33,0.0,1971,98077,47.76,-122.07,433.33,3458.33
3032,3032,20140925T000000,160000.0,4,1.0,506.67,2432.67,1.5,0,0,3,7,506.67,0.0,1960,98198,47.37,-122.31,506.67,2432.67
3033,3033,20141027T000000,170000.0,3,1.0,436.67,3176.33,1.0,0,0,3,7,436.67,0.0,1956,98198,47.41,-122.3,443.33,3176.33
3034,3034,20150319T000000,235000.0,3,1.0,436.67,3176.33,1.0,0,0,3,7,436.67,0.0,1956,98198,47.41,-122.3,443.33,3176.33
3035,3035,20141219T000000,1799000.0,4,3.5,1310.0,13032.67,2.0,0,0,3,12,1310.0,0.0,1999,98005,47.64,-122.16,1416.67,12894.0
3036,3036,20140918T000000,310000.0,3,1.0,330.0,2350.0,1.0,0,0,3,7,330.0,0.0,1967,98034,47.73,-122.2,400.0,2708.33
3037,3037,20140519T000000,285000.0,4,1.75,693.33,4543.0,1.0,0,0,4,7,346.67,346.67,1955,98178,47.49,-122.23,593.33,4886.33
3038,3038,20140604T000000,280000.0,2,1.0,320.0,1640.0,1.0,0,0,3,6,320.0,0.0,1942,98117,47.69,-122.36,336.67,1680.0
3039,3039,20150218T000000,2298000.0,4,4.25,1356.67,4620.0,2.0,0,3,3,10,1356.67,0.0,2004,98040,47.59,-122.23,1143.33,3080.0
3040,3040,20140814T000000,763776.0,4,2.5,916.67,5379.67,2.0,0,0,3,9,916.67,0.0,1989,98075,47.58,-122.06,936.67,4364.33
3041,3041,20150217T000000,530000.0,5,2.75,1076.67,4524.0,1.0,0,2,3,8,626.67,450.0,1965,98166,47.44,-122.35,970.0,5097.33
3042,3042,20150211T000000,362000.0,1,1.0,296.67,70525.33,1.5,0,0,3,7,296.67,0.0,1996,98019,47.72,-121.88,556.67,72454.67
3043,3043,20140725T000000,430000.0,2,1.0,330.0,1640.0,1.0,0,0,3,6,330.0,0.0,1931,98117,47.69,-122.37,330.0,1653.33
3044,3044,20140725T000000,456500.0,3,1.0,430.0,1293.33,1.5,0,0,4,7,430.0,0.0,1919,98117,47.69,-122.39,430.0,1616.67
3045,3045,20140911T000000,445000.0,4,2.5,723.33,1752.33,2.0,0,0,3,7,723.33,0.0,1989,98115,47.7,-122.3,476.67,2509.33
3046,3046,20150310T000000,386900.0,3,1.0,443.33,3500.0,1.0,0,0,3,7,320.0,123.33,1963,98034,47.72,-122.2,486.67,3850.0
3047,3047,20140708T000000,479000.0,3,1.0,446.67,4583.33,1.0,0,0,4,7,446.67,0.0,1955,98006,47.58,-122.15,476.67,3800.0
3048,3048,20150313T000000,525000.0,3,2.5,733.33,1514.67,2.0,0,0,3,8,733.33,0.0,2000,98065,47.53,-121.87,800.0,1810.33
3049,3049,20150106T000000,272000.0,4,1.75,840.0,3630.0,1.0,0,0,3,7,420.0,420.0,1979,98023,47.32,-122.34,696.67,4125.0
3050,3050,20150226T000000,517000.0,4,1.0,393.33,4500.0,1.5,0,0,3,7,393.33,0.0,1950,98125,47.72,-122.31,526.67,2992.0
3051,3051,20150226T000000,615000.0,3,1.75,886.67,2600.0,1.0,0,0,4,8,443.33,443.33,1951,98117,47.7,-122.38,650.0,2080.0
3052,3052,20140828T000000,439000.0,3,1.75,416.67,2343.33,1.0,0,0,3,7,416.67,0.0,1965,98008,47.63,-122.12,486.67,2403.33
3053,3053,20140724T000000,716000.0,3,2.5,756.67,2622.0,1.0,0,0,4,10,756.67,0.0,1988,98029,47.56,-122.02,860.0,2710.67
3054,3054,20141028T000000,308000.0,2,1.0,360.0,2083.33,1.0,0,2,4,7,360.0,0.0,1968,98118,47.51,-122.25,700.0,2291.67
3055,3055,20140610T000000,800000.0,3,2.25,540.0,1500.0,2.0,0,0,4,8,540.0,0.0,1926,98119,47.64,-122.36,403.33,1440.0
3056,3056,20150505T000000,575000.0,3,2.0,313.33,1666.67,1.0,0,0,3,7,293.33,20.0,1941,98117,47.68,-122.4,473.33,1666.67
3057,3057,20140701T000000,219950.0,3,1.5,540.0,3103.33,1.0,0,0,4,7,540.0,0.0,1967,98042,47.37,-122.11,536.67,3546.67
3058,3058,20140522T000000,770000.0,4,2.5,783.33,2667.0,2.0,0,0,4,8,783.33,0.0,1987,98006,47.55,-122.15,820.0,2667.0
3059,3059,20141230T000000,424950.0,3,1.75,696.67,2501.67,1.0,0,0,3,7,696.67,0.0,1967,98034,47.73,-122.19,503.33,2472.0
3060,3060,20150108T000000,387000.0,3,2.25,586.67,15044.33,2.0,0,0,3,7,586.67,0.0,1984,98065,47.51,-121.87,636.67,17257.67
3061,3061,20140620T000000,790000.0,4,1.75,683.33,3640.0,1.0,0,3,3,8,483.33,200.0,1974,98155,47.74,-122.29,813.33,3640.0
3062,3062,20150128T000000,156000.0,2,1.0,200.0,1333.33,1.0,0,0,3,5,200.0,0.0,1933,98146,47.51,-122.34,430.0,2324.33
3063,3063,20140505T000000,580000.0,2,1.0,846.67,2333.33,1.0,0,0,5,8,440.0,406.67,1942,98118,47.53,-122.26,720.0,2000.0
3064,3064,20140919T000000,490000.0,4,2.25,696.67,3623.0,2.0,0,0,3,8,696.67,0.0,1970,98033,47.67,-122.16,600.0,5929.33
3065,3065,20140716T000000,950000.0,5,3.25,900.0,1216.67,2.0,0,2,3,9,690.0,210.0,2014,98144,47.6,-122.29,646.67,1333.33
3066,3066,20150213T000000,400000.0,2,2.5,470.0,427.0,2.0,0,0,3,8,363.33,106.67,2008,98126,47.57,-122.37,470.0,850.0
3067,3067,20150513T000000,325000.0,2,2.5,390.0,546.0,2.0,0,0,3,8,390.0,0.0,2008,98133,47.7,-122.35,450.0,469.0
3068,3068,20140929T000000,365000.0,4,2.5,846.67,2229.33,2.0,0,0,3,9,846.67,0.0,2002,98092,47.33,-122.18,936.67,2258.67
3069,3069,20150407T000000,255000.0,3,1.75,730.0,2000.0,1.5,0,0,4,7,730.0,0.0,1920,98002,47.31,-122.22,536.67,2000.0
3070,3070,20150323T000000,985000.0,5,3.5,1296.67,4420.33,2.0,0,1,3,9,956.67,340.0,1984,98125,47.72,-122.28,1026.67,4420.33
3071,3071,20150423T000000,595000.0,4,2.5,676.67,3574.0,1.0,0,0,3,7,366.67,310.0,1967,98115,47.7,-122.3,536.67,3044.67
3072,3072,20140716T000000,427500.0,3,1.0,450.0,2361.67,1.0,0,0,5,7,450.0,0.0,1944,98125,47.73,-122.3,450.0,2361.67
3073,3073,20141016T000000,728000.0,3,1.5,646.67,1333.33,1.5,0,0,3,8,436.67,210.0,1915,98112,47.62,-122.29,646.67,1333.33
3074,3074,20140910T000000,549950.0,2,1.0,420.0,1333.33,1.0,0,0,3,7,333.33,86.67,1940,98117,47.69,-122.38,593.33,1333.33
3075,3075,20141208T000000,650000.0,3,2.0,933.33,3500.33,1.0,0,0,3,7,466.67,466.67,1954,98125,47.71,-122.32,753.33,2178.0
3076,3076,20150320T000000,1125000.0,5,3.25,1026.67,4464.67,1.0,0,2,4,9,743.33,283.33,1968,98033,47.67,-122.19,936.67,3573.33
3077,3077,20150504T000000,203000.0,3,1.0,280.0,2166.67,1.0,0,0,5,6,280.0,0.0,1969,98042,47.36,-122.08,306.67,1560.0
3078,3078,20140807T000000,311000.0,2,1.0,286.67,1100.0,1.0,0,0,5,6,286.67,0.0,1903,98118,47.55,-122.28,460.0,1466.67
3079,3079,20150428T000000,387500.0,6,2.0,800.0,2561.33,1.0,0,0,3,6,400.0,400.0,2005,98028,47.77,-122.27,430.0,3266.67
3080,3080,20150318T000000,370000.0,4,2.0,546.67,2400.0,1.0,0,0,3,7,546.67,0.0,1963,98155,47.75,-122.32,500.0,3000.0
3081,3081,20140724T000000,228000.0,2,1.0,353.33,2033.33,1.0,0,0,3,6,353.33,0.0,1951,98125,47.73,-122.3,516.67,3050.0
3082,3082,20140528T000000,740000.0,2,1.75,693.33,1600.0,1.0,0,0,5,7,360.0,333.33,1923,98117,47.69,-122.36,436.67,1600.0
3083,3083,20140710T000000,200000.0,4,2.0,696.67,2210.0,1.0,0,0,3,7,356.67,340.0,1974,98178,47.51,-122.27,516.67,2660.0
3084,3084,20140709T000000,660000.0,3,1.0,413.33,1166.67,1.0,0,0,4,7,413.33,0.0,1927,98103,47.68,-122.35,550.0,1120.0
3085,3085,20140709T000000,275000.0,4,2.0,676.67,2808.67,2.0,0,0,3,7,676.67,0.0,1944,98168,47.48,-122.29,396.67,2335.67
3086,3086,20150429T000000,708000.0,2,1.0,373.33,1750.0,1.0,0,0,3,7,316.67,56.67,1938,98199,47.65,-122.39,503.33,1750.0
3087,3087,20140519T000000,280000.0,3,2.5,423.33,3225.0,2.0,0,0,3,8,423.33,0.0,1993,98045,47.46,-121.74,423.33,3900.0
3088,3088,20150106T000000,325000.0,4,2.5,753.33,1900.67,2.0,0,0,3,8,753.33,0.0,2002,98042,47.35,-122.15,816.67,2127.0
3089,3089,20140820T000000,495000.0,3,2.5,593.33,15826.67,2.0,0,0,3,7,593.33,0.0,1995,98045,47.47,-121.71,630.0,17278.67
3090,3090,20140922T000000,691000.0,2,2.0,593.33,1270.0,1.5,0,0,3,7,326.67,266.67,1922,98119,47.65,-122.36,563.33,1270.0
3091,3091,20140702T000000,2288000.0,4,2.5,1360.0,6120.67,2.0,0,2,4,11,1360.0,0.0,1983,98004,47.63,-122.21,1360.0,6663.67
3092,3092,20150428T000000,329500.0,3,2.5,706.67,7494.0,1.0,0,0,5,7,453.33,253.33,1979,98001,47.34,-122.26,776.67,5338.67
3093,3093,20140805T000000,348000.0,3,2.5,686.67,2486.0,2.0,0,0,3,9,686.67,0.0,1989,98023,47.3,-122.35,826.67,2581.0
3094,3094,20141114T000000,425000.0,2,1.0,556.67,2070.67,1.0,0,0,4,7,556.67,0.0,1947,98125,47.72,-122.28,556.67,2424.0
3095,3095,20140519T000000,210000.0,3,1.0,360.0,7014.33,1.0,0,0,3,6,360.0,0.0,1942,98106,47.55,-122.36,460.0,2540.0
3096,3096,20141220T000000,285000.0,2,1.0,403.33,1631.67,1.0,0,0,3,6,236.67,166.67,1951,98126,47.52,-122.37,366.67,2000.0
3097,3097,20150430T000000,222000.0,3,1.0,330.0,2946.67,1.0,0,0,3,6,330.0,0.0,1966,98023,47.31,-122.37,373.33,2875.0
3098,3098,20140527T000000,200000.0,4,2.5,573.33,3200.0,1.0,0,0,3,7,373.33,200.0,1961,98092,47.29,-122.19,506.67,3133.33
3099,3099,20141002T000000,247500.0,3,2.0,510.0,2916.33,1.0,0,0,3,7,510.0,0.0,1995,98023,47.3,-122.37,583.33,2916.33
3100,3100,20140820T000000,1500000.0,4,5.5,2183.33,72458.0,1.0,0,0,3,11,1800.0,383.33,2006,98058,47.43,-122.1,1370.0,16792.67
3101,3101,20141120T000000,190000.0,3,1.75,366.67,3150.67,1.0,0,0,3,6,366.67,0.0,1942,98146,47.49,-122.34,450.0,3150.67
3102,3102,20141215T000000,975000.0,4,2.5,1006.67,1650.0,1.5,0,0,4,9,673.33,333.33,1921,98112,47.65,-122.3,766.67,1816.67
3103,3103,20141223T000000,1130000.0,4,3.0,1060.0,1549.67,2.0,0,0,4,9,690.0,370.0,1925,98105,47.66,-122.27,906.67,1993.33
3104,3104,20150504T000000,283200.0,4,1.75,610.0,4180.0,1.0,0,0,4,8,376.67,233.33,1958,98003,47.33,-122.32,673.33,4180.0
3105,3105,20140714T000000,650000.0,3,2.5,846.67,2691.0,1.0,0,0,4,8,626.67,220.0,1937,98177,47.72,-122.36,703.33,2567.33
3106,3106,20140513T000000,449500.0,3,2.0,590.0,2203.33,1.0,0,0,4,7,320.0,270.0,1954,98133,47.77,-122.34,670.0,1453.67
3107,3107,20141022T000000,400000.0,3,1.75,490.0,2227.33,1.0,0,0,3,7,490.0,0.0,1987,98034,47.73,-122.23,596.67,2459.67
3108,3108,20150219T000000,89950.0,1,1.0,190.0,1360.0,1.0,0,0,3,5,190.0,0.0,1942,98146,47.51,-122.33,296.67,1700.0
3109,3109,20141124T000000,158800.0,3,1.0,320.0,2763.67,1.0,0,0,3,6,320.0,0.0,1950,98146,47.5,-122.33,370.0,2743.67
3110,3110,20140917T000000,870000.0,4,3.0,980.0,2369.33,2.0,0,1,3,9,740.0,240.0,2011,98136,47.54,-122.4,746.67,2650.0
3111,3111,20150306T000000,196000.0,3,1.5,333.33,6189.33,1.0,0,0,3,6,333.33,0.0,1989,98001,47.3,-122.27,536.67,5806.67
3112,3112,20140731T000000,850000.0,3,1.75,816.67,2867.67,1.0,0,0,5,8,446.67,370.0,1940,98199,47.65,-122.41,760.0,1926.33
3113,3113,20140923T000000,775000.0,4,2.5,1103.33,1700.33,2.0,0,0,3,9,1103.33,0.0,2005,98052,47.66,-122.08,1003.33,1725.33
3114,3114,20140801T000000,483500.0,3,2.5,556.67,1436.0,2.0,0,0,3,8,556.67,0.0,2001,98027,47.53,-122.05,556.67,965.67
3115,3115,20150402T000000,387000.0,3,1.5,540.0,7309.67,2.0,0,0,3,7,540.0,0.0,1990,98019,47.77,-121.9,533.33,7226.33
3116,3116,20150124T000000,900000.0,3,3.0,996.67,10289.67,2.0,0,0,3,10,996.67,0.0,2003,98155,47.76,-122.28,583.33,5267.33
3117,3117,20150407T000000,336000.0,3,1.5,413.33,1666.67,1.0,0,2,3,7,413.33,0.0,1964,98106,47.57,-122.36,350.0,1666.67
3118,3118,20150417T000000,415000.0,2,1.0,223.33,2000.0,1.0,0,0,5,6,223.33,0.0,1949,98118,47.56,-122.28,413.33,1680.0
3119,3119,20150205T000000,380000.0,0,0.0,490.0,326.33,3.0,0,2,3,8,490.0,0.0,2006,98133,47.71,-122.36,490.0,466.33
3120,3120,20140811T000000,350000.0,3,1.5,440.0,1466.67,1.0,0,0,3,6,440.0,0.0,1909,98112,47.62,-122.29,450.0,1466.67
3121,3121,20141117T000000,1320000.0,4,5.25,2036.67,3456.33,2.0,0,0,3,11,2036.67,0.0,2005,98059,47.53,-122.14,1396.67,3587.33
3122,3122,20140806T000000,765000.0,3,1.75,813.33,1933.33,1.0,0,3,4,8,440.0,373.33,1945,98199,47.65,-122.41,843.33,1933.33
3123,3123,20141020T000000,527000.0,4,2.5,966.67,2245.33,2.0,0,0,3,8,966.67,0.0,2013,98059,47.5,-122.15,966.67,2245.33
3124,3124,20140718T000000,524000.0,4,2.75,770.0,1666.67,1.5,0,0,5,8,493.33,276.67,1908,98118,47.55,-122.27,366.67,1666.67
3125,3125,20140715T000000,448000.0,2,1.0,370.0,1804.33,1.0,0,0,3,6,296.67,73.33,1937,98115,47.69,-122.32,433.33,1804.33
3126,3126,20140707T000000,775000.0,4,3.25,1366.67,80440.67,2.0,0,0,3,9,833.33,533.33,1981,98072,47.73,-122.1,1256.67,29273.67
3127,3127,20150116T000000,176500.0,3,1.0,310.0,3300.0,1.5,0,0,4,5,310.0,0.0,1910,98032,47.37,-122.23,310.0,2400.0
3128,3128,20150416T000000,750000.0,4,2.25,806.67,3706.67,1.0,0,2,4,8,540.0,266.67,1952,98146,47.5,-122.37,736.67,2832.33
3129,3129,20141202T000000,1265000.0,4,2.25,956.67,2000.0,1.0,0,0,5,8,576.67,380.0,1951,98112,47.64,-122.28,790.0,1833.33
3130,3130,20150226T000000,250000.0,3,1.0,493.33,2250.0,1.0,0,0,3,7,493.33,0.0,1958,98146,47.5,-122.37,493.33,2531.33
3131,3131,20141028T000000,759000.0,3,2.75,653.33,2130.0,1.5,0,2,5,8,653.33,0.0,1900,98122,47.6,-122.28,813.33,1956.67
3132,3132,20141211T000000,640000.0,3,2.0,490.0,1546.67,1.5,0,0,4,7,490.0,0.0,1926,98199,47.64,-122.39,566.67,1666.67
3133,3133,20150427T000000,990000.0,3,3.25,820.0,1394.0,2.0,0,0,5,8,700.0,120.0,1910,98115,47.68,-122.31,790.0,1428.0
3134,3134,20141008T000000,395000.0,4,1.75,653.33,2648.33,1.0,0,0,4,7,326.67,326.67,1946,98125,47.73,-122.29,430.0,2648.33
3135,3135,20150421T000000,275000.0,2,1.5,386.67,367.67,2.0,0,0,3,7,296.67,90.0,2006,98133,47.77,-122.32,386.67,362.0
3136,3136,20150205T000000,390000.0,3,2.5,636.67,1585.0,2.0,0,0,3,8,636.67,0.0,1997,98059,47.5,-122.16,820.0,2033.0
3137,3137,20150324T000000,752500.0,5,2.75,906.67,1560.0,1.5,0,0,4,8,570.0,336.67,1913,98107,47.66,-122.36,556.67,1600.0
3138,3138,20150227T000000,450000.0,2,1.0,340.0,1666.67,1.5,0,0,4,6,340.0,0.0,1906,98107,47.67,-122.4,496.67,1666.67
3139,3139,20140617T000000,473000.0,2,1.0,300.0,1700.0,1.0,0,0,4,7,300.0,0.0,1909,98117,47.68,-122.38,466.67,1700.0
3140,3140,20150323T000000,178500.0,3,1.75,373.33,3483.33,1.0,0,0,3,7,373.33,0.0,1973,98045,47.44,-121.77,416.67,3471.33
3141,3141,20140604T000000,485000.0,3,2.5,780.0,19686.0,1.0,0,0,3,8,780.0,0.0,1985,98038,47.41,-122.03,900.0,12421.0
3142,3142,20150327T000000,215000.0,3,1.5,470.0,2805.0,1.0,0,0,4,7,260.0,210.0,1982,98023,47.29,-122.37,480.0,2453.67
3143,3143,20140812T000000,589000.0,4,1.75,640.0,1620.67,1.0,0,0,5,7,353.33,286.67,1919,98116,47.57,-122.38,613.33,1620.67
3144,3144,20150417T000000,325000.0,4,1.75,456.67,3331.0,1.0,0,0,3,6,456.67,0.0,1918,98028,47.76,-122.23,550.0,3864.0
3145,3145,20140820T000000,580000.0,3,2.5,530.0,645.67,2.5,0,0,3,8,530.0,0.0,2004,98116,47.59,-122.39,540.0,674.0
3146,3146,20140716T000000,181100.0,4,1.75,616.67,2500.0,1.0,0,0,3,7,616.67,0.0,1954,98198,47.42,-122.33,486.67,2500.0
3147,3147,20150224T000000,345000.0,3,2.0,476.67,1400.0,1.0,0,0,4,7,276.67,200.0,1908,98199,47.65,-122.38,513.33,1666.67
3148,3148,20150330T000000,781000.0,3,1.75,646.67,2909.67,1.0,0,0,3,8,486.67,160.0,1960,98125,47.7,-122.28,750.0,3055.0
